ID,Service_time,Distance_Residence_Work,Work_load_Average_day,Hit_target,Disciplinary_failure,Age,Social_drinker,Body_mass_index,Perfil_Riesgo,Perfil_Final_IA,Prob_Saturacion,Prob_Inestabilidad,Prediccion_IA,Confianza_IA
217,14,11,205.917,92.0,0,37,False,29,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
218,16,25,284.853,91.0,0,41,True,23,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9769524947896714
219,18,13,237.656,99.0,0,50,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9971317829457366
220,18,13,275.089,96.0,0,50,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9971317829457366
221,9,26,306.345,93.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.971836055952732
222,18,51,268.519,93.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9773704811488685
223,14,12,326.452,96.0,0,34,True,25,Perfil Estable,Perfil Estable,0.105,0.02,Perfil Estable,0.8238586105416674
224,9,26,264.249,97.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
225,11,50,326.452,96.0,0,36,True,23,Saturado Logístico,Saturado Logístico,0.99,0.0,Saturado Logístico,0.9436321218240554
226,18,51,236.629,93.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
227,12,17,268.519,93.0,0,31,True,25,Perfil Estable,Perfil Estable,0.05,0.0,Perfil Estable,0.9492024688489522
228,11,50,236.629,93.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9629801294650951
229,18,13,246.288,91.0,0,50,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9971317829457366
230,16,14,264.604,93.0,0,58,False,22,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
231,9,26,265.017,88.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
232,18,51,302.585,99.0,0,38,True,31,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9676085147003541
233,8,11,230.29,92.0,0,33,False,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
234,14,12,261.756,87.0,0,34,True,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
235,9,26,246.288,91.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
236,18,51,239.409,98.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
237,16,25,284.853,91.0,0,41,True,23,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9769524947896714
238,13,29,302.585,99.0,0,33,False,25,Saturado Logístico,Saturado Logístico,0.985,0.0,Saturado Logístico,0.9637419533897175
239,16,25,251.818,96.0,0,41,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9575255734023846
240,14,25,268.519,93.0,0,47,False,32,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9594134712625331
241,9,26,246.074,99.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
242,18,51,284.031,97.0,0,38,True,31,Saturado Logístico,Saturado Logístico,0.99,0.0,Saturado Logístico,0.9588153353118344
243,9,26,241.476,92.0,1,28,False,24,Perfil Estable,Perfil Estable,0.0,0.005,Perfil Estable,0.9700448430493274
244,18,51,222.196,99.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
245,18,51,343.253,95.0,0,38,True,31,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9624936828931664
246,8,16,268.519,93.0,0,32,False,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
247,16,14,222.196,99.0,0,58,False,22,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
248,11,50,253.957,95.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9629801294650951
249,9,26,265.017,88.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
250,18,51,205.917,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
251,10,10,244.387,98.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
252,14,12,239.554,97.0,0,34,True,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
253,17,22,246.074,99.0,0,40,False,22,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9596969960458236
254,14,25,284.853,91.0,0,47,False,32,Saturado Logístico,Saturado Logístico,0.97,0.0,Saturado Logístico,0.9547113911966963
255,7,42,265.615,94.0,0,27,False,21,Perfil Estable,Perfil Estable,0.055,0.0,Perfil Estable,0.9632962183312097
256,11,50,326.452,96.0,0,36,True,23,Saturado Logístico,Saturado Logístico,0.99,0.0,Saturado Logístico,0.9436321218240554
257,13,36,241.476,92.0,1,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
258,14,11,244.387,98.0,0,37,False,29,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
259,16,25,251.818,96.0,0,41,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9575255734023846
260,3,52,268.519,93.0,0,28,True,27,Junior Vulnerable,Junior Vulnerable,0.015,0.0,Junior Vulnerable,0.9480968972674922
261,18,51,264.249,97.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9773704811488685
262,18,51,222.196,99.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
263,9,26,308.593,95.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.971836055952732
264,18,13,253.465,93.0,1,50,True,31,Perfil Estable,Perfil Estable,0.0,0.005,Perfil Estable,1.0
265,13,36,308.593,95.0,0,33,True,30,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9660899825181991
266,11,50,239.554,97.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9629801294650951
267,16,25,377.55,94.0,0,41,True,23,Saturado Logístico,Saturado Logístico,0.995,0.0,Saturado Logístico,0.9636950088564563
268,16,25,244.387,98.0,0,41,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9575255734023846
269,9,26,308.593,95.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.971836055952732
270,9,26,236.629,93.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
271,13,36,308.593,95.0,0,33,True,30,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9660899825181991
272,18,51,222.196,99.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
273,18,51,251.818,96.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9773704811488685
274,10,10,275.089,96.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
275,10,10,261.306,97.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
276,11,49,244.387,98.0,0,36,False,21,Perfil Estable,Perfil Estable,0.04,0.0,Perfil Estable,0.9396622908949621
277,8,16,264.249,97.0,0,32,False,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
278,11,50,265.017,88.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9629801294650951
279,10,10,308.593,95.0,0,37,False,28,Perfil Estable,Perfil Estable,0.005,0.0,Perfil Estable,0.8070700857629063
280,12,17,246.288,91.0,0,31,True,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9492024688489522
281,3,52,378.884,92.0,0,28,True,27,Saturado Logístico,Saturado Logístico,0.72,0.04,Saturado Logístico,0.759479511201777
282,14,12,275.312,98.0,0,34,True,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
283,9,26,253.465,93.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
284,16,25,253.957,95.0,0,41,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9575255734023846
285,18,13,275.312,98.0,0,50,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9971317829457366
286,3,52,246.074,99.0,0,28,True,27,Junior Vulnerable,Junior Vulnerable,0.015,0.0,Junior Vulnerable,0.6680968972674922
287,11,50,241.476,92.0,1,36,True,23,Perfil Estable,Perfil Estable,0.0,0.01,Perfil Estable,0.99
288,4,16,378.884,92.0,1,28,False,25,Perfil de Inestabilidad,Perfil de Inestabilidad,0.09,0.69,Perfil de Inestabilidad,0.69
289,9,26,280.549,98.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
290,10,10,241.476,92.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
291,10,10,253.465,93.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
292,12,31,284.853,91.0,0,40,True,25,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9697968939373179
293,9,26,280.549,98.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
294,13,20,249.797,93.0,0,43,True,38,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
295,13,36,268.519,93.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
296,12,31,253.465,93.0,0,40,True,25,Perfil Estable,Perfil Estable,0.005,0.0,Perfil Estable,0.9525969642617962
297,9,26,308.593,95.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.971836055952732
298,9,26,306.345,93.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.971836055952732
299,11,50,230.29,92.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9629801294650951
300,13,36,205.917,92.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
301,16,25,253.957,95.0,0,41,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9575255734023846
302,17,22,237.656,99.0,0,40,False,22,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9596969960458236
303,18,51,326.452,96.0,0,38,True,31,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9674343667007028
304,18,13,377.55,94.0,0,50,True,31,Perfil Estable,Perfil Estable,0.005,0.01,Perfil Estable,0.862091562819918
305,14,11,236.629,93.0,0,37,False,29,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
306,4,16,302.585,99.0,0,28,False,25,Junior Vulnerable,Junior Vulnerable,0.155,0.01,Junior Vulnerable,0.8745775419982317
307,12,17,284.853,91.0,0,31,True,25,Saturado Logístico,Saturado Logístico,0.925,0.0,Saturado Logístico,0.8731913893501619
308,13,36,265.017,88.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
309,13,20,268.519,93.0,1,43,True,38,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
310,18,51,264.249,97.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9773704811488685
311,16,25,249.797,93.0,0,41,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9575255734023846
312,11,49,284.031,97.0,0,36,False,21,Saturado Logístico,Saturado Logístico,0.93,0.0,Saturado Logístico,0.9219169765630422
313,14,12,237.656,99.0,0,34,True,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
314,18,51,222.196,99.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
315,11,50,244.387,98.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9629801294650951
316,13,14,271.219,95.0,0,40,True,34,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
317,9,26,222.196,99.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
318,12,31,284.031,97.0,0,40,True,25,Saturado Logístico,Saturado Logístico,0.965,0.0,Saturado Logístico,0.9510569986870526
319,16,25,377.55,94.0,0,41,True,23,Saturado Logístico,Saturado Logístico,0.995,0.0,Saturado Logístico,0.9636950088564563
320,8,16,237.656,99.0,0,32,False,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
321,12,29,205.917,92.0,0,48,False,33,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
322,9,26,230.29,92.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
323,14,12,284.031,97.0,0,34,True,25,Perfil Estable,Perfil Estable,0.02,0.0,Perfil Estable,0.8575792294475216
324,13,36,239.554,97.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
325,10,10,330.061,100.0,0,37,False,28,Perfil Estable,Perfil Estable,0.005,0.0,Perfil Estable,0.7897882050729459
326,8,11,265.615,94.0,0,33,False,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
327,17,22,343.253,95.0,0,40,False,22,Saturado Logístico,Saturado Logístico,0.98,0.005,Saturado Logístico,0.9729867883221377
328,29,48,284.853,91.0,0,49,False,36,Saturado Logístico,Saturado Logístico,0.905,0.0,Saturado Logístico,0.957073767723192
329,18,51,313.532,96.0,0,38,True,31,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9674343667007028
330,13,36,253.465,93.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
331,13,20,294.217,81.0,0,43,True,38,Saturado Logístico,Saturado Logístico,0.875,0.0,Saturado Logístico,0.9697968939373179
332,10,10,308.593,95.0,0,37,False,28,Perfil Estable,Perfil Estable,0.005,0.0,Perfil Estable,0.8070700857629063
333,10,10,268.519,93.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
334,1,51,264.249,97.0,0,31,True,21,Junior Vulnerable,Junior Vulnerable,0.0,0.0,Junior Vulnerable,0.9651853798375538
335,17,22,246.288,91.0,0,40,False,22,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9596969960458236
336,8,16,237.656,99.0,0,32,False,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
337,4,16,302.585,99.0,0,28,False,25,Junior Vulnerable,Junior Vulnerable,0.155,0.01,Junior Vulnerable,0.8745775419982317
338,18,51,205.917,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
339,10,10,308.593,95.0,0,37,False,28,Perfil Estable,Perfil Estable,0.005,0.0,Perfil Estable,0.8070700857629063
340,9,26,302.585,99.0,0,28,False,24,Saturado Logístico,Saturado Logístico,0.99,0.0,Saturado Logístico,0.9689242684349887
341,12,17,241.476,92.0,1,31,True,25,Perfil Estable,Perfil Estable,0.0,0.01,Perfil Estable,1.0
342,12,31,251.818,96.0,0,40,True,25,Perfil Estable,Perfil Estable,0.005,0.0,Perfil Estable,0.9525969642617962
343,9,26,268.519,93.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
344,13,36,294.217,81.0,0,33,True,30,Saturado Logístico,Saturado Logístico,0.995,0.0,Saturado Logístico,0.9697968939373179
345,10,10,264.604,93.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
346,9,26,253.957,95.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
347,18,51,241.476,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
348,18,13,265.017,88.0,0,50,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9971317829457366
349,10,10,237.656,99.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
350,9,26,343.253,95.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9691179366426925
351,14,11,326.452,96.0,0,37,False,29,Perfil Estable,Perfil Estable,0.05,0.0,Perfil Estable,0.8238586105416674
352,17,22,343.253,95.0,0,40,False,22,Saturado Logístico,Saturado Logístico,0.98,0.005,Saturado Logístico,0.9729867883221377
353,12,17,246.074,99.0,0,31,True,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9492024688489522
354,9,26,264.249,97.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
355,9,26,313.532,96.0,0,30,False,19,Saturado Logístico,Saturado Logístico,0.975,0.0,Saturado Logístico,0.971836055952732
356,14,12,284.031,97.0,0,34,True,25,Perfil Estable,Perfil Estable,0.02,0.0,Perfil Estable,0.8575792294475216
357,8,16,237.656,99.0,0,32,False,25,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
358,11,50,265.615,94.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9629801294650951
359,3,52,205.917,92.0,0,28,True,27,Perfil Estable,Junior Vulnerable,0.015,0.0,Perfil Estable,0.9215031027325078
360,17,22,313.532,96.0,0,40,False,22,Saturado Logístico,Saturado Logístico,0.97,0.005,Saturado Logístico,0.9757049076321771
361,18,13,239.554,97.0,1,50,True,31,Perfil Estable,Perfil Estable,0.0,0.005,Perfil Estable,1.0
362,18,51,205.917,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
363,18,51,284.031,97.0,0,38,True,31,Saturado Logístico,Saturado Logístico,0.99,0.0,Saturado Logístico,0.9588153353118344
364,10,10,261.756,87.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
365,18,51,313.532,96.0,0,38,True,31,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9674343667007028
366,18,51,264.249,97.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9773704811488685
367,18,51,251.818,96.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9773704811488685
368,16,14,222.196,99.0,0,58,False,22,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
369,13,20,330.061,100.0,0,43,True,38,Saturado Logístico,Saturado Logístico,0.86,0.0,Saturado Logístico,0.9633718632081596
370,18,13,246.288,91.0,0,50,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9971317829457366
371,9,26,222.196,99.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
372,12,17,284.853,91.0,0,31,True,25,Saturado Logístico,Saturado Logístico,0.925,0.0,Saturado Logístico,0.8731913893501619
373,18,51,230.29,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
374,12,50,205.917,92.0,0,32,True,23,Perfil Estable,Perfil Estable,0.005,0.0,Perfil Estable,0.9629801294650951
375,13,36,236.629,93.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
376,17,22,313.532,96.0,0,40,False,22,Saturado Logístico,Saturado Logístico,0.97,0.005,Saturado Logístico,0.9757049076321771
377,9,26,280.549,98.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
378,18,51,236.629,93.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9826561954345828
379,16,25,326.452,96.0,0,41,True,23,Saturado Logístico,Saturado Logístico,1.0,0.0,Saturado Logístico,0.9778763302756159
380,15,15,264.249,97.0,0,41,True,28,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,1.0
381,9,26,265.017,88.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
382,12,31,237.656,99.0,0,40,True,25,Perfil Estable,Perfil Estable,0.005,0.0,Perfil Estable,0.9525969642617962
383,12,29,230.29,92.0,0,48,False,33,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9525969642617962
384,11,50,284.031,97.0,0,36,True,23,Saturado Logístico,Saturado Logístico,0.975,0.0,Saturado Logístico,0.9285991379929089
385,9,26,280.549,98.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9662308916980439
386,14,25,253.465,93.0,0,47,False,32,Perfil Estable,Perfil Estable,0.0,0.0,Perfil Estable,0.9594134712625331
