ID,Service_time,Distance_Residence_Work,Work_load_Average_day,Hit_target,Disciplinary_failure,Age,Social_drinker,Body_mass_index,Perfil_Riesgo,Perfil_Final_IA,Prob_Saturacion,Prob_Inestabilidad
292,12,31,284.853,91.0,0,40,True,25,Saturado Logístico,Saturado Logístico,1.0,0.0
293,9,26,280.549,98.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0
294,13,20,249.797,93.0,0,43,True,38,Perfil Estable,Perfil Estable,0.0,0.0
295,13,36,268.519,93.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0
296,12,31,253.465,93.0,0,40,True,25,Perfil Estable,Perfil Estable,0.005,0.0
297,9,26,308.593,95.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0
298,9,26,306.345,93.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0
299,11,50,230.29,92.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0
300,13,36,205.917,92.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0
301,16,25,253.957,95.0,0,41,True,23,Perfil Estable,Perfil Estable,0.0,0.0
302,17,22,237.656,99.0,0,40,False,22,Perfil Estable,Perfil Estable,0.0,0.0
303,18,51,326.452,96.0,0,38,True,31,Saturado Logístico,Saturado Logístico,1.0,0.0
304,18,13,377.55,94.0,0,50,True,31,Perfil Estable,Perfil Estable,0.005,0.01
305,14,11,236.629,93.0,0,37,False,29,Perfil Estable,Perfil Estable,0.0,0.0
306,4,16,302.585,99.0,0,28,False,25,Junior Vulnerable,Junior Vulnerable,0.155,0.01
307,12,17,284.853,91.0,0,31,True,25,Saturado Logístico,Saturado Logístico,0.925,0.0
308,13,36,265.017,88.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0
309,13,20,268.519,93.0,1,43,True,38,Perfil Estable,Perfil Estable,0.0,0.0
310,18,51,264.249,97.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
311,16,25,249.797,93.0,0,41,True,23,Perfil Estable,Perfil Estable,0.0,0.0
312,11,49,284.031,97.0,0,36,False,21,Saturado Logístico,Saturado Logístico,0.93,0.0
313,14,12,237.656,99.0,0,34,True,25,Perfil Estable,Perfil Estable,0.0,0.0
314,18,51,222.196,99.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
315,11,50,244.387,98.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0
316,13,14,271.219,95.0,0,40,True,34,Perfil Estable,Perfil Estable,0.0,0.0
317,9,26,222.196,99.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0
318,12,31,284.031,97.0,0,40,True,25,Saturado Logístico,Saturado Logístico,0.965,0.0
319,16,25,377.55,94.0,0,41,True,23,Saturado Logístico,Saturado Logístico,0.995,0.0
320,8,16,237.656,99.0,0,32,False,25,Perfil Estable,Perfil Estable,0.0,0.0
321,12,29,205.917,92.0,0,48,False,33,Perfil Estable,Perfil Estable,0.0,0.0
322,9,26,230.29,92.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0
323,14,12,284.031,97.0,0,34,True,25,Perfil Estable,Perfil Estable,0.02,0.0
324,13,36,239.554,97.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0
325,10,10,330.061,100.0,0,37,False,28,Perfil Estable,Perfil Estable,0.005,0.0
326,8,11,265.615,94.0,0,33,False,25,Perfil Estable,Perfil Estable,0.0,0.0
327,17,22,343.253,95.0,0,40,False,22,Saturado Logístico,Saturado Logístico,0.98,0.005
328,29,48,284.853,91.0,0,49,False,36,Saturado Logístico,Saturado Logístico,0.905,0.0
329,18,51,313.532,96.0,0,38,True,31,Saturado Logístico,Saturado Logístico,1.0,0.0
330,13,36,253.465,93.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0
331,13,20,294.217,81.0,0,43,True,38,Saturado Logístico,Saturado Logístico,0.875,0.0
332,10,10,308.593,95.0,0,37,False,28,Perfil Estable,Perfil Estable,0.005,0.0
333,10,10,268.519,93.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0
334,1,51,264.249,97.0,0,31,True,21,Junior Vulnerable,Junior Vulnerable,0.0,0.0
335,17,22,246.288,91.0,0,40,False,22,Perfil Estable,Perfil Estable,0.0,0.0
336,8,16,237.656,99.0,0,32,False,25,Perfil Estable,Perfil Estable,0.0,0.0
337,4,16,302.585,99.0,0,28,False,25,Junior Vulnerable,Junior Vulnerable,0.155,0.01
338,18,51,205.917,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
339,10,10,308.593,95.0,0,37,False,28,Perfil Estable,Perfil Estable,0.005,0.0
340,9,26,302.585,99.0,0,28,False,24,Saturado Logístico,Saturado Logístico,0.99,0.0
341,12,17,241.476,92.0,1,31,True,25,Perfil Estable,Perfil Estable,0.0,0.01
342,12,31,251.818,96.0,0,40,True,25,Perfil Estable,Perfil Estable,0.005,0.0
343,9,26,268.519,93.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0
344,13,36,294.217,81.0,0,33,True,30,Saturado Logístico,Saturado Logístico,0.995,0.0
345,10,10,264.604,93.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0
346,9,26,253.957,95.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0
347,18,51,241.476,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
348,18,13,265.017,88.0,0,50,True,31,Perfil Estable,Perfil Estable,0.0,0.0
349,10,10,237.656,99.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0
350,9,26,343.253,95.0,0,28,False,24,Saturado Logístico,Saturado Logístico,1.0,0.0
351,14,11,326.452,96.0,0,37,False,29,Perfil Estable,Perfil Estable,0.05,0.0
352,17,22,343.253,95.0,0,40,False,22,Saturado Logístico,Saturado Logístico,0.98,0.005
353,12,17,246.074,99.0,0,31,True,25,Perfil Estable,Perfil Estable,0.0,0.0
354,9,26,264.249,97.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0
355,9,26,313.532,96.0,0,30,False,19,Saturado Logístico,Saturado Logístico,0.975,0.0
356,14,12,284.031,97.0,0,34,True,25,Perfil Estable,Perfil Estable,0.02,0.0
357,8,16,237.656,99.0,0,32,False,25,Perfil Estable,Perfil Estable,0.0,0.0
358,11,50,265.615,94.0,0,36,True,23,Perfil Estable,Perfil Estable,0.0,0.0
359,3,52,205.917,92.0,0,28,True,27,Perfil Estable,Junior Vulnerable,0.015,0.0
360,17,22,313.532,96.0,0,40,False,22,Saturado Logístico,Saturado Logístico,0.97,0.005
361,18,13,239.554,97.0,1,50,True,31,Perfil Estable,Perfil Estable,0.0,0.005
362,18,51,205.917,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
363,18,51,284.031,97.0,0,38,True,31,Saturado Logístico,Saturado Logístico,0.99,0.0
364,10,10,261.756,87.0,0,37,False,28,Perfil Estable,Perfil Estable,0.0,0.0
365,18,51,313.532,96.0,0,38,True,31,Saturado Logístico,Saturado Logístico,1.0,0.0
366,18,51,264.249,97.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
367,18,51,251.818,96.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
368,16,14,222.196,99.0,0,58,False,22,Perfil Estable,Perfil Estable,0.0,0.0
369,13,20,330.061,100.0,0,43,True,38,Saturado Logístico,Saturado Logístico,0.86,0.0
370,18,13,246.288,91.0,0,50,True,31,Perfil Estable,Perfil Estable,0.0,0.0
371,9,26,222.196,99.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0
372,12,17,284.853,91.0,0,31,True,25,Saturado Logístico,Saturado Logístico,0.925,0.0
373,18,51,230.29,92.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
374,12,50,205.917,92.0,0,32,True,23,Perfil Estable,Perfil Estable,0.005,0.0
375,13,36,236.629,93.0,0,33,True,30,Perfil Estable,Perfil Estable,0.0,0.0
376,17,22,313.532,96.0,0,40,False,22,Saturado Logístico,Saturado Logístico,0.97,0.005
377,9,26,280.549,98.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0
378,18,51,236.629,93.0,0,38,True,31,Perfil Estable,Perfil Estable,0.0,0.0
379,16,25,326.452,96.0,0,41,True,23,Saturado Logístico,Saturado Logístico,1.0,0.0
380,15,15,264.249,97.0,0,41,True,28,Perfil Estable,Perfil Estable,0.0,0.0
381,9,26,265.017,88.0,0,30,False,19,Perfil Estable,Perfil Estable,0.0,0.0
382,12,31,237.656,99.0,0,40,True,25,Perfil Estable,Perfil Estable,0.005,0.0
383,12,29,230.29,92.0,0,48,False,33,Perfil Estable,Perfil Estable,0.0,0.0
384,11,50,284.031,97.0,0,36,True,23,Saturado Logístico,Saturado Logístico,0.975,0.0
385,9,26,280.549,98.0,0,28,False,24,Perfil Estable,Perfil Estable,0.0,0.0
386,14,25,253.465,93.0,0,47,False,32,Perfil Estable,Perfil Estable,0.0,0.0
